Prediction errors:
24861. luKe-#AhtA#O#tAr 
24863. luKe-#AhtA#O#[NOM] 
24864. luKe-#AhtA#O#inen 
24865. luKe-#AhtA#O#mAinen 
24867. luKe-#AhtA#O#tOn 
24878. luKe-#AhtA#Us#[NOM] 
24880. luKe-#AhtA#Us#mAinen 
24891. luKe-#AhtA#stO#tAr 
24893. luKe-#AhtA#stO#[NOM] 
24894. luKe-#AhtA#stO#inen 
24895. luKe-#AhtA#stO#mAinen 
24897. luKe-#AhtA#stO#tOn 
24906. luKe-#AhtA#(t)e#tAr 
24908. luKe-#AhtA#(t)e#[NOM] 
24909. luKe-#AhtA#(t)e#inen 
24910. luKe-#AhtA#(t)e#mAinen 
24923. luKe-#AhtA#ise#[NOM] 
24930. luKe-#AhtA#ise#hkO 
24938. luKe-#AhtA#mAise#[NOM] 
24945. luKe-#AhtA#mAise#hkO 
24963. luKe-#AhtA#impss#T/fin#prs#n 
24974. luKe-#AhtA#impss#vA 
24991. luKe-#AhtA#v#(t)A 
24993. luKe-#AhtA#v#T/fin#prs#n 
24997. luKe-#AhtA#v#jA 
25001. luKe-#AhtA#v#mAtOn 
25003. luKe-#AhtA#v#mA 
25004. luKe-#AhtA#v#vA 
25013. luKe-#AhtA#mise#[NOM] 
25043. luKe-#AhtA#jA#[NOM] 
25044. luKe-#AhtA#jA#inen 
25045. luKe-#AhtA#jA#mAinen 
25047. luKe-#AhtA#jA#tOn 
25103. luKe-#AhtA#mAtOn#[NOM] 
25133. luKe-#AhtA#mA#[NOM] 
25148. luKe-#AhtA#vA#[NOM] 
25186. luKe-#Aise#ile#(t)A 
25188. luKe-#Aise#ile#T/fin#prs#n 
25192. luKe-#Aise#ile#jA 
25196. luKe-#Aise#ile#mAtOn 
25198. luKe-#Aise#ile#mA 
25199. luKe-#Aise#ile#vA 
25216. luKe-#Aise#AhtA#(t)A 
25218. luKe-#Aise#AhtA#T/fin#prs#n 
25222. luKe-#Aise#AhtA#jA 
25226. luKe-#Aise#AhtA#mAtOn 
25228. luKe-#Aise#AhtA#mA 
25229. luKe-#Aise#AhtA#vA 
25231. luKe-#Aise#Aise#(t)A 
25233. luKe-#Aise#Aise#T/fin#prs#n 
25237. luKe-#Aise#Aise#jA 
25241. luKe-#Aise#Aise#mAtOn 
25243. luKe-#Aise#Aise#mA 
25244. luKe-#Aise#Aise#vA 
25246. luKe-#Aise#a#(t)A 
25248. luKe-#Aise#a#T/fin#prs#n 
25252. luKe-#Aise#a#jA 
25256. luKe-#Aise#a#mAtOn 
25258. luKe-#Aise#a#mA 
25259. luKe-#Aise#a#vA 
25266. luKe-#Aise#O#tAr 
25283. luKe-#Aise#Us#[NOM] 
25285. luKe-#Aise#Us#mAinen 
25296. luKe-#Aise#stO#tAr 
25298. luKe-#Aise#stO#[NOM] 
25299. luKe-#Aise#stO#inen 
25300. luKe-#Aise#stO#mAinen 
25302. luKe-#Aise#stO#tOn 
25328. luKe-#Aise#ise#[NOM] 
25335. luKe-#Aise#ise#hkO 
25343. luKe-#Aise#mAise#[NOM] 
25350. luKe-#Aise#mAise#hkO 
25823. luKe-#a#mise#[NOM] 
25853. luKe-#a#jA#[NOM] 
25854. luKe-#a#jA#inen 
25855. luKe-#a#jA#mAinen 
25857. luKe-#a#jA#tOn 
25913. luKe-#a#mAtOn#[NOM] 
25943. luKe-#a#mA#[NOM] 
25958. luKe-#a#vA#[NOM] 
26026. luKe-#O#AhtA#(t)A 
26028. luKe-#O#AhtA#T/fin#prs#n 
26032. luKe-#O#AhtA#jA 
26036. luKe-#O#AhtA#mAtOn 
26038. luKe-#O#AhtA#mA 
26039. luKe-#O#AhtA#vA 
26041. luKe-#O#Aise#(t)A 
26043. luKe-#O#Aise#T/fin#prs#n 
26047. luKe-#O#Aise#jA 
26051. luKe-#O#Aise#mAtOn 
26053. luKe-#O#Aise#mA 
26054. luKe-#O#Aise#vA 
26056. luKe-#O#a#(t)A 
26058. luKe-#O#a#T/fin#prs#n 
26062. luKe-#O#a#jA 
26066. luKe-#O#a#mAtOn 
26068. luKe-#O#a#mA 
26069. luKe-#O#a#vA 
26076. luKe-#O#O#tAr 
26078. luKe-#O#O#[NOM] 
26079. luKe-#O#O#inen 
26080. luKe-#O#O#mAinen 
26082. luKe-#O#O#tOn 
26093. luKe-#O#Us#[NOM] 
26095. luKe-#O#Us#mAinen 
26121. luKe-#O#(t)e#tAr 
26123. luKe-#O#(t)e#[NOM] 
26124. luKe-#O#(t)e#inen 
26125. luKe-#O#(t)e#mAinen 
26401. luKe-#Us#ile#(t)A 
26403. luKe-#Us#ile#T/fin#prs#n 
26407. luKe-#Us#ile#jA 
26411. luKe-#Us#ile#mAtOn 
26413. luKe-#Us#ile#mA 
26414. luKe-#Us#ile#vA 
26416. luKe-#Us#UTU#(t)A 
26418. luKe-#Us#UTU#T/fin#prs#n 
26422. luKe-#Us#UTU#jA 
26426. luKe-#Us#UTU#mAtOn 
26429. luKe-#Us#UTU#vA 
26431. luKe-#Us#AhtA#(t)A 
26433. luKe-#Us#AhtA#T/fin#prs#n 
26437. luKe-#Us#AhtA#jA 
26441. luKe-#Us#AhtA#mAtOn 
26443. luKe-#Us#AhtA#mA 
26444. luKe-#Us#AhtA#vA 
26446. luKe-#Us#Aise#(t)A 
26448. luKe-#Us#Aise#T/fin#prs#n 
26452. luKe-#Us#Aise#jA 
26456. luKe-#Us#Aise#mAtOn 
26458. luKe-#Us#Aise#mA 
26459. luKe-#Us#Aise#vA 
26461. luKe-#Us#a#(t)A 
26463. luKe-#Us#a#T/fin#prs#n 
26467. luKe-#Us#a#jA 
26471. luKe-#Us#a#mAtOn 
26473. luKe-#Us#a#mA 
26474. luKe-#Us#a#vA 
26481. luKe-#Us#O#tAr 
26483. luKe-#Us#O#[NOM] 
26484. luKe-#Us#O#inen 
26485. luKe-#Us#O#mAinen 
26487. luKe-#Us#O#tOn 
26498. luKe-#Us#Us#[NOM] 
26500. luKe-#Us#Us#mAinen 
26526. luKe-#Us#(t)e#tAr 
26528. luKe-#Us#(t)e#[NOM] 
26529. luKe-#Us#(t)e#inen 
26530. luKe-#Us#(t)e#mAinen 
26543. luKe-#Us#ise#[NOM] 
26550. luKe-#Us#ise#hkO 
26791. luKe-#stO#TA#(t)A 
26793. luKe-#stO#TA#T/fin#prs#n 
26797. luKe-#stO#TA#jA 
26801. luKe-#stO#TA#mAtOn 
26803. luKe-#stO#TA#mA 
26804. luKe-#stO#TA#vA 
26806. luKe-#stO#ile#(t)A 
26808. luKe-#stO#ile#T/fin#prs#n 
26812. luKe-#stO#ile#jA 
26816. luKe-#stO#ile#mAtOn 
26818. luKe-#stO#ile#mA 
26819. luKe-#stO#ile#vA 
26821. luKe-#stO#UTU#(t)A 
26823. luKe-#stO#UTU#T/fin#prs#n 
26827. luKe-#stO#UTU#jA 
26831. luKe-#stO#UTU#mAtOn 
26834. luKe-#stO#UTU#vA 
26836. luKe-#stO#AhtA#(t)A 
26838. luKe-#stO#AhtA#T/fin#prs#n 
26842. luKe-#stO#AhtA#jA 
26846. luKe-#stO#AhtA#mAtOn 
26848. luKe-#stO#AhtA#mA 
26849. luKe-#stO#AhtA#vA 
26851. luKe-#stO#Aise#(t)A 
26853. luKe-#stO#Aise#T/fin#prs#n 
26857. luKe-#stO#Aise#jA 
26861. luKe-#stO#Aise#mAtOn 
26863. luKe-#stO#Aise#mA 
26864. luKe-#stO#Aise#vA 
26866. luKe-#stO#a#(t)A 
26868. luKe-#stO#a#T/fin#prs#n 
26872. luKe-#stO#a#jA 
26876. luKe-#stO#a#mAtOn 
26878. luKe-#stO#a#mA 
26879. luKe-#stO#a#vA 
26886. luKe-#stO#O#tAr 
26888. luKe-#stO#O#[NOM] 
26889. luKe-#stO#O#inen 
26890. luKe-#stO#O#mAinen 
26892. luKe-#stO#O#tOn 
26903. luKe-#stO#Us#[NOM] 
26905. luKe-#stO#Us#mAinen 
26916. luKe-#stO#stO#tAr 
26918. luKe-#stO#stO#[NOM] 
26919. luKe-#stO#stO#inen 
26920. luKe-#stO#stO#mAinen 
26922. luKe-#stO#stO#tOn 
26931. luKe-#stO#(t)e#tAr 
26933. luKe-#stO#(t)e#[NOM] 
26934. luKe-#stO#(t)e#inen 
26935. luKe-#stO#(t)e#mAinen 
26948. luKe-#stO#ise#[NOM] 
26955. luKe-#stO#ise#hkO 
26963. luKe-#stO#mAise#[NOM] 
26970. luKe-#stO#mAise#hkO 
27053. luKe-#stO#tAr#[NOM] 
27055. luKe-#stO#tAr#mAinen 
27081. luKe-#stO#[NOM]#tAr 
27083. luKe-#stO#[NOM]#[NOM] 
27084. luKe-#stO#[NOM]#inen 
27085. luKe-#stO#[NOM]#mAinen 
27087. luKe-#stO#[NOM]#tOn 
27098. luKe-#stO#inen#[NOM] 
27113. luKe-#stO#mAinen#[NOM] 
27143. luKe-#stO#tOn#[NOM] 
27241. luKe-#(t)e#AhtA#(t)A 
27243. luKe-#(t)e#AhtA#T/fin#prs#n 
27247. luKe-#(t)e#AhtA#jA 
27251. luKe-#(t)e#AhtA#mAtOn 
27253. luKe-#(t)e#AhtA#mA 
27254. luKe-#(t)e#AhtA#vA 
27256. luKe-#(t)e#Aise#(t)A 
27258. luKe-#(t)e#Aise#T/fin#prs#n 
27262. luKe-#(t)e#Aise#jA 
27266. luKe-#(t)e#Aise#mAtOn 
27268. luKe-#(t)e#Aise#mA 
27269. luKe-#(t)e#Aise#vA 
27271. luKe-#(t)e#a#(t)A 
27273. luKe-#(t)e#a#T/fin#prs#n 
27277. luKe-#(t)e#a#jA 
27281. luKe-#(t)e#a#mAtOn 
27283. luKe-#(t)e#a#mA 
27284. luKe-#(t)e#a#vA 
27291. luKe-#(t)e#O#tAr 
27293. luKe-#(t)e#O#[NOM] 
27294. luKe-#(t)e#O#inen 
27295. luKe-#(t)e#O#mAinen 
27297. luKe-#(t)e#O#tOn 
27308. luKe-#(t)e#Us#[NOM] 
27310. luKe-#(t)e#Us#mAinen 
27327. luKe-#(t)e#stO#tOn 
27336. luKe-#(t)e#(t)e#tAr 
27338. luKe-#(t)e#(t)e#[NOM] 
27339. luKe-#(t)e#(t)e#inen 
27340. luKe-#(t)e#(t)e#mAinen 
27601. luKe-#ise#TA#(t)A 
27603. luKe-#ise#TA#T/fin#prs#n 
27607. luKe-#ise#TA#jA 
27611. luKe-#ise#TA#mAtOn 
27613. luKe-#ise#TA#mA 
27614. luKe-#ise#TA#vA 
27616. luKe-#ise#ile#(t)A 
27618. luKe-#ise#ile#T/fin#prs#n 
27622. luKe-#ise#ile#jA 
27626. luKe-#ise#ile#mAtOn 
27628. luKe-#ise#ile#mA 
27629. luKe-#ise#ile#vA 
27631. luKe-#ise#UTU#(t)A 
27633. luKe-#ise#UTU#T/fin#prs#n 
27637. luKe-#ise#UTU#jA 
27641. luKe-#ise#UTU#mAtOn 
27644. luKe-#ise#UTU#vA 
27646. luKe-#ise#AhtA#(t)A 
27648. luKe-#ise#AhtA#T/fin#prs#n 
27652. luKe-#ise#AhtA#jA 
27656. luKe-#ise#AhtA#mAtOn 
27658. luKe-#ise#AhtA#mA 
27659. luKe-#ise#AhtA#vA 
27661. luKe-#ise#Aise#(t)A 
27663. luKe-#ise#Aise#T/fin#prs#n 
27667. luKe-#ise#Aise#jA 
27671. luKe-#ise#Aise#mAtOn 
27673. luKe-#ise#Aise#mA 
27674. luKe-#ise#Aise#vA 
27676. luKe-#ise#a#(t)A 
27678. luKe-#ise#a#T/fin#prs#n 
27682. luKe-#ise#a#jA 
27686. luKe-#ise#a#mAtOn 
27688. luKe-#ise#a#mA 
27689. luKe-#ise#a#vA 
27696. luKe-#ise#O#tAr 
27698. luKe-#ise#O#[NOM] 
27699. luKe-#ise#O#inen 
27700. luKe-#ise#O#mAinen 
27702. luKe-#ise#O#tOn 
27713. luKe-#ise#Us#[NOM] 
27715. luKe-#ise#Us#mAinen 
27726. luKe-#ise#stO#tAr 
27728. luKe-#ise#stO#[NOM] 
27729. luKe-#ise#stO#inen 
27730. luKe-#ise#stO#mAinen 
27732. luKe-#ise#stO#tOn 
27741. luKe-#ise#(t)e#tAr 
27743. luKe-#ise#(t)e#[NOM] 
27744. luKe-#ise#(t)e#inen 
27745. luKe-#ise#(t)e#mAinen 
27758. luKe-#ise#ise#[NOM] 
27765. luKe-#ise#ise#hkO 
27773. luKe-#ise#mAise#[NOM] 
27780. luKe-#ise#mAise#hkO 
27893. luKe-#ise#[NOM]#[NOM] 
27900. luKe-#ise#[NOM]#hkO 
27998. luKe-#ise#hkO#[NOM] 
28006. luKe-#mAise#TA#(t)A 
28008. luKe-#mAise#TA#T/fin#prs#n 
28012. luKe-#mAise#TA#jA 
28016. luKe-#mAise#TA#mAtOn 
28018. luKe-#mAise#TA#mA 
28019. luKe-#mAise#TA#vA 
28021. luKe-#mAise#ile#(t)A 
28023. luKe-#mAise#ile#T/fin#prs#n 
28027. luKe-#mAise#ile#jA 
28031. luKe-#mAise#ile#mAtOn 
28033. luKe-#mAise#ile#mA 
28034. luKe-#mAise#ile#vA 
28036. luKe-#mAise#UTU#(t)A 
28038. luKe-#mAise#UTU#T/fin#prs#n 
28042. luKe-#mAise#UTU#jA 
28046. luKe-#mAise#UTU#mAtOn 
28049. luKe-#mAise#UTU#vA 
28051. luKe-#mAise#AhtA#(t)A 
28053. luKe-#mAise#AhtA#T/fin#prs#n 
28057. luKe-#mAise#AhtA#jA 
28061. luKe-#mAise#AhtA#mAtOn 
28063. luKe-#mAise#AhtA#mA 
28064. luKe-#mAise#AhtA#vA 
28066. luKe-#mAise#Aise#(t)A 
28068. luKe-#mAise#Aise#T/fin#prs#n 
28072. luKe-#mAise#Aise#jA 
28076. luKe-#mAise#Aise#mAtOn 
28078. luKe-#mAise#Aise#mA 
28079. luKe-#mAise#Aise#vA 
28081. luKe-#mAise#a#(t)A 
28083. luKe-#mAise#a#T/fin#prs#n 
28087. luKe-#mAise#a#jA 
28091. luKe-#mAise#a#mAtOn 
28093. luKe-#mAise#a#mA 
28094. luKe-#mAise#a#vA 
28101. luKe-#mAise#O#tAr 
28103. luKe-#mAise#O#[NOM] 
28104. luKe-#mAise#O#inen 
28105. luKe-#mAise#O#mAinen 
28107. luKe-#mAise#O#tOn 
28118. luKe-#mAise#Us#[NOM] 
28120. luKe-#mAise#Us#mAinen 
28131. luKe-#mAise#stO#tAr 
28133. luKe-#mAise#stO#[NOM] 
28134. luKe-#mAise#stO#inen 
28135. luKe-#mAise#stO#mAinen 
28137. luKe-#mAise#stO#tOn 
28146. luKe-#mAise#(t)e#tAr 
28148. luKe-#mAise#(t)e#[NOM] 
28149. luKe-#mAise#(t)e#inen 
28150. luKe-#mAise#(t)e#mAinen 
28163. luKe-#mAise#ise#[NOM] 
28170. luKe-#mAise#ise#hkO 
28178. luKe-#mAise#mAise#[NOM] 
28185. luKe-#mAise#mAise#hkO 
28298. luKe-#mAise#[NOM]#[NOM] 
28305. luKe-#mAise#[NOM]#hkO 
28403. luKe-#mAise#hkO#[NOM] 
31103. luKe-#jA#tAr#[NOM] 
31131. luKe-#jA#[NOM]#tAr 
31291. luKe-#[NOM]#AhtA#(t)A 
31293. luKe-#[NOM]#AhtA#T/fin#prs#n 
31297. luKe-#[NOM]#AhtA#jA 
31301. luKe-#[NOM]#AhtA#mAtOn 
31303. luKe-#[NOM]#AhtA#mA 
31304. luKe-#[NOM]#AhtA#vA 
31321. luKe-#[NOM]#a#(t)A 
31323. luKe-#[NOM]#a#T/fin#prs#n 
31327. luKe-#[NOM]#a#jA 
31331. luKe-#[NOM]#a#mAtOn 
31333. luKe-#[NOM]#a#mA 
31334. luKe-#[NOM]#a#vA 
31371. luKe-#[NOM]#stO#tAr 
31373. luKe-#[NOM]#stO#[NOM] 
31374. luKe-#[NOM]#stO#inen 
31375. luKe-#[NOM]#stO#mAinen 
31377. luKe-#[NOM]#stO#tOn 
31403. luKe-#[NOM]#ise#[NOM] 
31410. luKe-#[NOM]#ise#hkO 
31418. luKe-#[NOM]#mAise#[NOM] 
31425. luKe-#[NOM]#mAise#hkO 
34531. iso-#TA#AhtA#(t)A 
34533. iso-#TA#AhtA#T/fin#prs#n 
34537. iso-#TA#AhtA#jA 
34541. iso-#TA#AhtA#mAtOn 
34543. iso-#TA#AhtA#mA 
34544. iso-#TA#AhtA#vA 
34546. iso-#TA#Aise#(t)A 
34548. iso-#TA#Aise#T/fin#prs#n 
34552. iso-#TA#Aise#jA 
34556. iso-#TA#Aise#mAtOn 
34558. iso-#TA#Aise#mA 
34559. iso-#TA#Aise#vA 
34561. iso-#TA#a#(t)A 
34563. iso-#TA#a#T/fin#prs#n 
34567. iso-#TA#a#jA 
34571. iso-#TA#a#mAtOn 
34573. iso-#TA#a#mA 
34574. iso-#TA#a#vA 
34581. iso-#TA#O#tAr 
34583. iso-#TA#O#[NOM] 
34584. iso-#TA#O#inen 
34585. iso-#TA#O#mAinen 
34587. iso-#TA#O#tOn 
34611. iso-#TA#stO#tAr 
34613. iso-#TA#stO#[NOM] 
34614. iso-#TA#stO#inen 
34615. iso-#TA#stO#mAinen 
34617. iso-#TA#stO#tOn 
34643. iso-#TA#ise#[NOM] 
34650. iso-#TA#ise#hkO 
34658. iso-#TA#mAise#[NOM] 
34665. iso-#TA#mAise#hkO 
34906. iso-#ile#ile#(t)A 
34908. iso-#ile#ile#T/fin#prs#n 
34912. iso-#ile#ile#jA 
34916. iso-#ile#ile#mAtOn 
34918. iso-#ile#ile#mA 
34919. iso-#ile#ile#vA 
34921. iso-#ile#UTU#(t)A 
34923. iso-#ile#UTU#T/fin#prs#n 
34927. iso-#ile#UTU#jA 
34931. iso-#ile#UTU#mAtOn 
34934. iso-#ile#UTU#vA 
34936. iso-#ile#AhtA#(t)A 
34938. iso-#ile#AhtA#T/fin#prs#n 
34942. iso-#ile#AhtA#jA 
34946. iso-#ile#AhtA#mAtOn 
34948. iso-#ile#AhtA#mA 
34949. iso-#ile#AhtA#vA 
34951. iso-#ile#Aise#(t)A 
34953. iso-#ile#Aise#T/fin#prs#n 
34957. iso-#ile#Aise#jA 
34961. iso-#ile#Aise#mAtOn 
34963. iso-#ile#Aise#mA 
34964. iso-#ile#Aise#vA 
34966. iso-#ile#a#(t)A 
34968. iso-#ile#a#T/fin#prs#n 
34972. iso-#ile#a#jA 
34976. iso-#ile#a#mAtOn 
34978. iso-#ile#a#mA 
34979. iso-#ile#a#vA 
35003. iso-#ile#Us#[NOM] 
35005. iso-#ile#Us#mAinen 
35016. iso-#ile#stO#tAr 
35018. iso-#ile#stO#[NOM] 
35019. iso-#ile#stO#inen 
35020. iso-#ile#stO#mAinen 
35022. iso-#ile#stO#tOn 
35048. iso-#ile#ise#[NOM] 
35055. iso-#ile#ise#hkO 
35063. iso-#ile#mAise#[NOM] 
35070. iso-#ile#mAise#hkO 
35166. iso-#ile#jA#tAr 
35326. iso-#UTU#UTU#(t)A 
35328. iso-#UTU#UTU#T/fin#prs#n 
35332. iso-#UTU#UTU#jA 
35336. iso-#UTU#UTU#mAtOn 
35339. iso-#UTU#UTU#vA 
35341. iso-#UTU#AhtA#(t)A 
35343. iso-#UTU#AhtA#T/fin#prs#n 
35347. iso-#UTU#AhtA#jA 
35351. iso-#UTU#AhtA#mAtOn 
35353. iso-#UTU#AhtA#mA 
35354. iso-#UTU#AhtA#vA 
35356. iso-#UTU#Aise#(t)A 
35358. iso-#UTU#Aise#T/fin#prs#n 
35362. iso-#UTU#Aise#jA 
35366. iso-#UTU#Aise#mAtOn 
35368. iso-#UTU#Aise#mA 
35369. iso-#UTU#Aise#vA 
35371. iso-#UTU#a#(t)A 
35373. iso-#UTU#a#T/fin#prs#n 
35377. iso-#UTU#a#jA 
35381. iso-#UTU#a#mAtOn 
35383. iso-#UTU#a#mA 
35384. iso-#UTU#a#vA 
35391. iso-#UTU#O#tAr 
35393. iso-#UTU#O#[NOM] 
35394. iso-#UTU#O#inen 
35395. iso-#UTU#O#mAinen 
35397. iso-#UTU#O#tOn 
35421. iso-#UTU#stO#tAr 
35423. iso-#UTU#stO#[NOM] 
35424. iso-#UTU#stO#inen 
35425. iso-#UTU#stO#mAinen 
35427. iso-#UTU#stO#tOn 
35436. iso-#UTU#(t)e#tAr 
35453. iso-#UTU#ise#[NOM] 
35460. iso-#UTU#ise#hkO 
35468. iso-#UTU#mAise#[NOM] 
35475. iso-#UTU#mAise#hkO 
35571. iso-#UTU#jA#tAr 
35701. iso-#AhtA#TA#(t)A 
35703. iso-#AhtA#TA#T/fin#prs#n 
35707. iso-#AhtA#TA#jA 
35711. iso-#AhtA#TA#mAtOn 
35713. iso-#AhtA#TA#mA 
35714. iso-#AhtA#TA#vA 
35716. iso-#AhtA#ile#(t)A 
35718. iso-#AhtA#ile#T/fin#prs#n 
35722. iso-#AhtA#ile#jA 
35726. iso-#AhtA#ile#mAtOn 
35728. iso-#AhtA#ile#mA 
35729. iso-#AhtA#ile#vA 
35731. iso-#AhtA#UTU#(t)A 
35733. iso-#AhtA#UTU#T/fin#prs#n 
35737. iso-#AhtA#UTU#jA 
35741. iso-#AhtA#UTU#mAtOn 
35744. iso-#AhtA#UTU#vA 
35746. iso-#AhtA#AhtA#(t)A 
35748. iso-#AhtA#AhtA#T/fin#prs#n 
35752. iso-#AhtA#AhtA#jA 
35756. iso-#AhtA#AhtA#mAtOn 
35758. iso-#AhtA#AhtA#mA 
35759. iso-#AhtA#AhtA#vA 
35761. iso-#AhtA#Aise#(t)A 
35763. iso-#AhtA#Aise#T/fin#prs#n 
35767. iso-#AhtA#Aise#jA 
35771. iso-#AhtA#Aise#mAtOn 
35773. iso-#AhtA#Aise#mA 
35774. iso-#AhtA#Aise#vA 
35776. iso-#AhtA#a#(t)A 
35778. iso-#AhtA#a#T/fin#prs#n 
35782. iso-#AhtA#a#jA 
35786. iso-#AhtA#a#mAtOn 
35788. iso-#AhtA#a#mA 
35789. iso-#AhtA#a#vA 
35796. iso-#AhtA#O#tAr 
35798. iso-#AhtA#O#[NOM] 
35799. iso-#AhtA#O#inen 
35800. iso-#AhtA#O#mAinen 
35802. iso-#AhtA#O#tOn 
35813. iso-#AhtA#Us#[NOM] 
35815. iso-#AhtA#Us#mAinen 
35826. iso-#AhtA#stO#tAr 
35828. iso-#AhtA#stO#[NOM] 
35829. iso-#AhtA#stO#inen 
35830. iso-#AhtA#stO#mAinen 
35832. iso-#AhtA#stO#tOn 
35841. iso-#AhtA#(t)e#tAr 
35843. iso-#AhtA#(t)e#[NOM] 
35844. iso-#AhtA#(t)e#inen 
35845. iso-#AhtA#(t)e#mAinen 
35858. iso-#AhtA#ise#[NOM] 
35865. iso-#AhtA#ise#hkO 
35873. iso-#AhtA#mAise#[NOM] 
35880. iso-#AhtA#mAise#hkO 
35898. iso-#AhtA#impss#T/fin#prs#n 
35909. iso-#AhtA#impss#vA 
35926. iso-#AhtA#v#(t)A 
35928. iso-#AhtA#v#T/fin#prs#n 
35932. iso-#AhtA#v#jA 
35936. iso-#AhtA#v#mAtOn 
35938. iso-#AhtA#v#mA 
35939. iso-#AhtA#v#vA 
35948. iso-#AhtA#mise#[NOM] 
35978. iso-#AhtA#jA#[NOM] 
35979. iso-#AhtA#jA#inen 
35980. iso-#AhtA#jA#mAinen 
35982. iso-#AhtA#jA#tOn 
36038. iso-#AhtA#mAtOn#[NOM] 
36068. iso-#AhtA#mA#[NOM] 
36083. iso-#AhtA#vA#[NOM] 
36106. iso-#Aise#TA#(t)A 
36108. iso-#Aise#TA#T/fin#prs#n 
36112. iso-#Aise#TA#jA 
36116. iso-#Aise#TA#mAtOn 
36118. iso-#Aise#TA#mA 
36119. iso-#Aise#TA#vA 
36121. iso-#Aise#ile#(t)A 
36123. iso-#Aise#ile#T/fin#prs#n 
36127. iso-#Aise#ile#jA 
36131. iso-#Aise#ile#mAtOn 
36133. iso-#Aise#ile#mA 
36134. iso-#Aise#ile#vA 
36136. iso-#Aise#UTU#(t)A 
36138. iso-#Aise#UTU#T/fin#prs#n 
36142. iso-#Aise#UTU#jA 
36146. iso-#Aise#UTU#mAtOn 
36149. iso-#Aise#UTU#vA 
36151. iso-#Aise#AhtA#(t)A 
36153. iso-#Aise#AhtA#T/fin#prs#n 
36157. iso-#Aise#AhtA#jA 
36161. iso-#Aise#AhtA#mAtOn 
36163. iso-#Aise#AhtA#mA 
36164. iso-#Aise#AhtA#vA 
36166. iso-#Aise#Aise#(t)A 
36168. iso-#Aise#Aise#T/fin#prs#n 
36172. iso-#Aise#Aise#jA 
36176. iso-#Aise#Aise#mAtOn 
36178. iso-#Aise#Aise#mA 
36179. iso-#Aise#Aise#vA 
36181. iso-#Aise#a#(t)A 
36183. iso-#Aise#a#T/fin#prs#n 
36187. iso-#Aise#a#jA 
36191. iso-#Aise#a#mAtOn 
36193. iso-#Aise#a#mA 
36194. iso-#Aise#a#vA 
36201. iso-#Aise#O#tAr 
36203. iso-#Aise#O#[NOM] 
36204. iso-#Aise#O#inen 
36205. iso-#Aise#O#mAinen 
36207. iso-#Aise#O#tOn 
36218. iso-#Aise#Us#[NOM] 
36220. iso-#Aise#Us#mAinen 
36231. iso-#Aise#stO#tAr 
36233. iso-#Aise#stO#[NOM] 
36234. iso-#Aise#stO#inen 
36235. iso-#Aise#stO#mAinen 
36237. iso-#Aise#stO#tOn 
36246. iso-#Aise#(t)e#tAr 
36248. iso-#Aise#(t)e#[NOM] 
36249. iso-#Aise#(t)e#inen 
36250. iso-#Aise#(t)e#mAinen 
36263. iso-#Aise#ise#[NOM] 
36270. iso-#Aise#ise#hkO 
36278. iso-#Aise#mAise#[NOM] 
36285. iso-#Aise#mAise#hkO 
36303. iso-#Aise#impss#T/fin#prs#n 
36314. iso-#Aise#impss#vA 
36331. iso-#Aise#v#(t)A 
36333. iso-#Aise#v#T/fin#prs#n 
36337. iso-#Aise#v#jA 
36341. iso-#Aise#v#mAtOn 
36343. iso-#Aise#v#mA 
36344. iso-#Aise#v#vA 
36353. iso-#Aise#mise#[NOM] 
36383. iso-#Aise#jA#[NOM] 
36384. iso-#Aise#jA#inen 
36385. iso-#Aise#jA#mAinen 
36387. iso-#Aise#jA#tOn 
36443. iso-#Aise#mAtOn#[NOM] 
36473. iso-#Aise#mA#[NOM] 
36488. iso-#Aise#vA#[NOM] 
36758. iso-#a#mise#[NOM] 
36788. iso-#a#jA#[NOM] 
36789. iso-#a#jA#inen 
36790. iso-#a#jA#mAinen 
36792. iso-#a#jA#tOn 
36848. iso-#a#mAtOn#[NOM] 
36878. iso-#a#mA#[NOM] 
36893. iso-#a#vA#[NOM] 
36916. iso-#O#TA#(t)A 
36918. iso-#O#TA#T/fin#prs#n 
36922. iso-#O#TA#jA 
36926. iso-#O#TA#mAtOn 
36928. iso-#O#TA#mA 
36929. iso-#O#TA#vA 
36931. iso-#O#ile#(t)A 
36933. iso-#O#ile#T/fin#prs#n 
36937. iso-#O#ile#jA 
36941. iso-#O#ile#mAtOn 
36943. iso-#O#ile#mA 
36944. iso-#O#ile#vA 
36946. iso-#O#UTU#(t)A 
36948. iso-#O#UTU#T/fin#prs#n 
36952. iso-#O#UTU#jA 
36956. iso-#O#UTU#mAtOn 
36959. iso-#O#UTU#vA 
36961. iso-#O#AhtA#(t)A 
36963. iso-#O#AhtA#T/fin#prs#n 
36967. iso-#O#AhtA#jA 
36971. iso-#O#AhtA#mAtOn 
36973. iso-#O#AhtA#mA 
36974. iso-#O#AhtA#vA 
36976. iso-#O#Aise#(t)A 
36978. iso-#O#Aise#T/fin#prs#n 
36982. iso-#O#Aise#jA 
36986. iso-#O#Aise#mAtOn 
36988. iso-#O#Aise#mA 
36989. iso-#O#Aise#vA 
36991. iso-#O#a#(t)A 
36993. iso-#O#a#T/fin#prs#n 
