ï»¿dummy        {'dummy', 'LANG:EN'}
nukku-          {'COMP:P', 'PHI:GEN:_', 'CLASS:INTR', 'SPEC:D', '-COMP:Neg/fin', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'LF:sleep', 'PF:nukku', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', '-COMP:T/fin', '-COMP:V', '-COMP:D', 'PHI:PER:_', 'PHI:DET:_', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', '-COMP:MA/inf', 'LANG:FI', 'SPEC:P', '-COMP:N', '-COMP:T'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', 'PF:omaisuuden', '-SPEC:R', 'LF:possessions', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
operatoria      ['LANG:IT']
operatoria-     {'2SPEC', 'LANG:IT', 'PF:operatoria', 'LF:operation', '0', 'SPEC:D'}
ostaa           ['LANG:FI']
osta-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'ASP:BOUNDED', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'LF:buy', 'PF:osta', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'PF:paiva', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', 'LF:day', '-COMP:v', 'LANG:FI', '-COMP:AUX', '-SPEC:V', 'SEM:nonreferential', '-COMP:N', '-SPEC:N', 'N'}
past            {'-SPEC:P', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'PHI:GEN:_', 'adjoinable', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', 'PHI:PER:_', '-COMP:uWH', '-SPEC:*', '-SPEC:iWH', 'LF:past', '-SPEC:FORCE', '-SPEC:T/fin', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', 'PF:past', '!COMP:*', '-SPEC:iR', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-float', '-SPEC:V', '-VAL', 'LANG:EN', '-COMP:N', 'P', '-COMP:T'}
Pariisia        ['LANG:FI']
Pariisi-        {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', 'PF:Pariisi', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', 'LF:Paris', '-COMP:N', '-SPEC:N', 'N'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekkahan        ['LANG:FI']
PEKKA           ['LANG:EN']
Pekka-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SEM:directional', 'PF:Pekka', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', 'LF:Pekka', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', 'PF:pelkaa', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'LF:fear', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
persuades       ['LANG:EN']
persuade-       {'COMP:P', 'PHI:GEN:_', 'PF:persuade', 'PHI:NUM:_', 'LF:persuade', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', 'SPEC:P', 'PHI:DET:_', 'COMP:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', 'SEM:external', '-COMP:N'}
peruuntui       ['LANG:FI']
peruuntu-       {'PF:peruuntui', 'COMP:P', 'PHI:GEN:_', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'LF:cancelled', 'SPEC:P', 'PHI:DET:_', 'ASP', '-COMP:v', 'LANG:FI', '-VAL', 'SPEC:TO/inf', '-COMP:N'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'ASP:BOUNDED', 'LF:wash', 'PHI:NUM:_', 'PF:pese_asp', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
pese-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'LF:wash', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', 'PF:pese', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
petardi         {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', 'PF:petardi', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'LF:firecrackers', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', '-COMP:N', '-SPEC:N', 'N'}
pieni           ['LANG:FI']
pieni-          {'LF:small', '2SPEC', 'PF:pieni-', 'LANG:FI', '0', 'SPEC:D'}
poikien         ['LANG:FI']
poika-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'LF:boy', 'COMP:C', 'COMP:T/prt', 'COMP:uR', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'LANG:FI', '-COMP:AUX', '-SPEC:V', 'PF:poika', '-COMP:N', '-SPEC:N', 'N'}
puhelinta       ['LANG:FI']
puhelin-        {'2SPEC', 'PF:puhelin', 'LANG:FI', 'LF:phone', '0', 'SPEC:D'}
punainen        ['LANG:FI']
puna-           {'2SPEC', 'LANG:FI', 'LF:red', 'PF:puna-', '0', 'SPEC:D'}
presupposto     {'-COMP:VA/inf', 'PF:presupposto', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LF:presupposition', '-COMP:N', '-SPEC:N', 'N'}
primary         {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', 'PF:primary', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', 'LF:nurse', '-SPEC:V', '-COMP:N', '-SPEC:N', 'N'}
promises        ['LANG:EN']
promise-        {'SEM:internal', 'COMP:P', 'PHI:GEN:_', 'PF:promise', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'PHI:DET:_', 'COMP:D', 'LF:promise', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
problem         {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'PF:problem', 'LF:problem', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:EN', '-COMP:N', '-SPEC:N', 'N'}
pyytaa          ['LANG:FI']
pyyta-          {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'LF:ask', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', '!COMP:*', 'SPEC:P', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', 'PF:pyyda', '-COMP:v', '-VAL', 'LANG:FI', 'SEM:external', '-COMP:N'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'COMP:P', 'PHI:GEN:_', 'CLASS:INTR', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:race', 'ARG', 'PHI:PER:_', '-COMP:T/fin', '-COMP:V', '-COMP:D', 'PHI:DET:_', 'ASP', 'LAMG:EN', 'LF:race', '-COMP:v', '-VAL', 'LANG:EN', '-COMP:MA/inf', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
raukesi         ['LANG:FI']
raukea-         {'COMP:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'PF:raukea', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'PHI:DET:_', 'SPEC:TO/inf', 'LF:terminate', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
red             ['LANG:EN']
red-            {'2SPEC', 'LF:red', 'LANG:EN', 'PF:red', '0', 'SPEC:D'}
saavuttaa       ['LANG:FI']
saavutta-       {'COMP:P', 'CLASS:TR', 'LF:reach', 'PHI:GEN:_', 'ASP:BOUNDED', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N', 'PF:saavutta-'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'COMP:P', 'PHI:GEN:_', 'SPEC:D', 'COMP:FORCE', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', 'COMP:VA/inf', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', 'PHI:DET:_', 'SPEC:TO/inf', '-PROBE:FORCE:OP:WH', 'ASP', 'LF:say', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', 'PF:sano-', '-COMP:N'}
said            ['LANG:EN']
say'            {'COMP:P', 'PHI:GEN:_', 'SPEC:D', 'PHI:NUM:_', 'PF:say', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', 'PHI:DET:_', '!COMP:FORCE', 'ASP', 'LF:say', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', '-COMP:N'}
say-            {'COMP:P', 'PHI:GEN:_', 'SPEC:D', 'PHI:NUM:_', 'PF:say', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', 'PHI:DET:_', '!COMP:FORCE', 'ASP', 'LF:say', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', '-COMP:N'}
sala            ['LANG:IT']
sala-           {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', 'PF:sala', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'LF:room', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', '-COMP:N', '-SPEC:N', 'N'}
scoppiati       ['LANG:IT']
scoppia-        {'COMP:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', 'PF:scoppia', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', 'PHI:DET:_', 'LANG:IT', 'ASP', '-COMP:v', 'LF:explode', '-VAL', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
sentenza        {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', 'LF:sentence', 'PF:sentenza', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LANG:IT', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', '-COMP:N', '-SPEC:N', 'N'}
Seine           ['LANG:EN']
Seine-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', 'PF:Seine', '-COMP:V', 'COMP:C', 'COMP:T/prt', 'COMP:uR', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:EN', '-COMP:N', '-SPEC:N', 'N', 'LF:Seine'}
sembrano        ['LANG:IT']
sembra-         {'LF:seem', 'COMP:P', 'PF:sembra', 'SPEC:D', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', '-COMP:V', '-COMP:D', '-ARG', '-COMP:v', '-VAL', 'LANG:EN', '!COMP:ARE/inf', 'SPEC:TO/inf', 'SPEC:P', '-ASP', '-COMP:N'}
sleeps          ['LANG:EN']
sleep           {'COMP:P', 'PHI:GEN:_', 'CLASS:INTR', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'LF:sleep', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', '-COMP:D', 'PHI:DET:_', 'ASP', '-COMP:v', 'PF:sleep', '-VAL', 'LANG:EN', '-COMP:MA/inf', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
sleep-          {'COMP:P', 'PHI:GEN:_', 'CLASS:INTR', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'LF:sleep', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', '-COMP:D', 'PHI:DET:_', 'ASP', '-COMP:v', 'PF:sleep', '-VAL', 'LANG:EN', '-COMP:MA/inf', 'SPEC:TO/inf', 'SPEC:P', '-COMP:N'}
solution        {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'LF:solution', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:EN', 'PF:solution', '-COMP:N', '-SPEC:N', 'N'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'LF:agreement', '-SPEC:uWH', '-COMP:v', '!COMP:A/inf', '-COMP:AUX', '-SPEC:V', 'PF:sopimus', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
spinge          ['LANG:IT']
spinge-         {'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'SPEC:P', '-COMP:P', 'PHI:DET:_', 'LF:push', 'SPEC:TO/inf', 'LANG:IT', 'ASP', '-COMP:v', '-VAL', 'PF:spinge', '-COMP:N'}
ssa             {'-SPEC:P', 'LF:in', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'SPEC:*', 'adjoinable', 'PHI:GEN:_', '-SPEC:INF', 'PF:ssa', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', '-COMP:T', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-SPEC:V', '-VAL', 'LANG:FI', 'COMP:n/MA', '-COMP:N', 'P', 'TAIL:V'}
stanno          ['LANG:IT']
sta-            {'SEM:internal', 'COMP:P', 'PHI:GEN:_', 'SPEC:D', 'PHI:NUM:_', 'SPEC:ADV', 'V', 'PF:sta', '-SPEC:T/fin', '-SPEC:FORCE', 'ARG', 'PHI:PER:_', '-COMP:V', 'COMP:PRG', 'PHI:DET:_', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', 'SPEC:P', '-ASP', 'LF:stay', '-COMP:N'}
sti             {'-ARG', 'TAIL:T', 'LF:by', 'SPEC:*', 'adjoinable', 'ADV', 'PF:sti', '-SPEC:N', 'LANG:FI', '-SPEC:T/fin', '-SPEC:FORCE', '-SPEC:Neg/fin', '!COMP:*'}
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', 'PF:sukka-', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N', 'LF:socks'}
surprised       ['LANG:EN']
surprise-       {'-COMP:N', 'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:T/fin', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'PF:surprise', 'ASP', '-COMP:v', '-VAL', 'LANG:EN', 'SPEC:TO/inf', 'SPEC:P', 'LF:surprise'}
talo            {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', 'LF:house', '-SPEC:INF', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', 'PF:talo', '-SPEC:uWH', '-COMP:v', '-COMP:AUX', '-SPEC:V', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
taloa           ['LANG:EN']
tama            ['LANG:EN']
tama-           {'-COMP:VA/inf', '-SPEC:P', 'COMP:P', '-COMP:C/fin', '-SPEC:ADV', '-COMP:A', '-SPEC:R', '-SPEC:INF', 'PHI', '-SPEC:C/fin', 'COMP:R/D', 'COMP:R', 'COMP:D/rel', 'SPEC:A', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:V', 'COMP:C', 'COMP:T/prt', '-COMP:WH', 'COMP:uR', '-SPEC:uWH', '-COMP:v', 'LF:this', '-COMP:AUX', '-SPEC:V', 'PF:tama', 'LANG:FI', '-COMP:N', '-SPEC:N', 'N'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'COMP:P', 'FIN', 'PHI:GEN:_', 'SPEC:*', 'LF:must', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', 'PF:taytyy', 'PHI:DET:_', 'MODAL', 'SPEC:TO/inf', '-COMP:v', '!COMP:A/inf', '-VAL', 'LANG:FI', 'SPEC:P', '-ASP', '-COMP:N'}
teki            ['LANG:FI']
teke-           {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'LF:make', 'ASP:BOUNDED', '-COMP:A/inf', 'PF:teke', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:D', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LANG:FI', 'SPEC:P', '-COMP:N'}
that            {'COMP:T/fin', '-ARG', 'PF:that', 'FIN', 'LF:that', '!PROBE:FIN', '-VAL', 'LANG:EN', '-SPEC:*', 'COMP:C/fin', 'FORCE:DECL', 'FORCE', '!COMP:*'}
the             {'-SPEC:P', 'PHI:NUM:SG', '-SPEC:C', 'adjoinable', '-COMP:uR', 'PHI:DET:DEF', '-SPEC:INF', 'LF:the', 'PF:the', '-SPEC:T/fin', 'PHI:PER:3', '-SPEC:Neg/fin', '-COMP:T/fin', '-COMP:D', '!COMP:*', '-COMP:P', '-ARG', 'D', 'COMP:N', '-SPEC:V', '!PROBE:N', 'LANG:EN', '-SPEC:MA/lla'}
to              {'-SPEC:P', '-SPEC:ADV', '-SPEC:v', 'PHI:GEN:_', 'adjoinable', '-SPEC:INF', '-SPEC:*', '-COMP:uWH', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-float', '-VAL', 'LANG:EN', 'P', 'TAIL:V', '-COMP:T', '-COMP:A', '-SPEC:C', 'PF:to', 'PHI:NUM:_', '-SPEC:C/fin', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', '+SEM:directional', 'ARG', 'LF:to', '-SPEC:V', '-COMP:N', '-SPEC:N'}
to_inf          {'-COMP:C/fin', 'LF:TO/inf', '-SPEC:v', '?ARG', 'adjoinable', 'COMP:V', 'PF:TO/inf', '-SPEC:T/fin', '-COMP:T/fin', '!COMP:*', 'INF', 'TO/inf', 'COMP:v', '-SPEC:V', '-VAL', 'LANG:EN', '-COMP:FORCE'}
towards         {'-SPEC:P', 'LF:towards', '-SPEC:ADV', '-SPEC:v', '-COMP:A', '-SPEC:C', 'PHI:GEN:_', 'adjoinable', '-SPEC:INF', 'PHI:NUM:_', '-SPEC:C/fin', '-COMP:uWH', '-SPEC:*', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', 'PHI:PER:_', 'ARG', '-SPEC:Neg/fin', '-COMP:T/fin', '!COMP:*', '-SPEC:iR', '-COMP:T', '-SPEC:N', 'PHI:DET:_', 'COMP:D', '-COMP:ADV', '-float', '-SPEC:V', '-VAL', 'LANG:EN', 'PF:towards', '-COMP:N', 'P', 'TAIL:V'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'COMP:P', 'CLASS:TR', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'V', '-SPEC:T/fin', '-SPEC:FORCE', 'PHI:PER:_', 'ARG', '-COMP:V', '!COMP:*', 'PF:tonaise', '-COMP:P', 'PHI:DET:_', 'COMP:D', 'SPEC:TO/inf', 'ASP', '-COMP:v', '-VAL', 'LF:nudge', 'LANG:FI', 'SPEC:P', '-COMP:N'}
