ï»¿dummy        {'dummy', 'LANG:EN'}
he-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:he', 'PF:he', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
she             ['LANG:EN']
she-            {'PHI_N', '-SPEC:V', '-SPEC:INF', 'PF:she', '-COMP:WH', '-COMP:AUX', 'LF:she', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
we              ['LANG:EN']
we-             {'PHI_N', 'LF:we', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', 'PF:we', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
you_pl          ['LANG:EN']
you_pl-         {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'PF:you_pl', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:ADV', '-SPEC:P', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PHI', 'LF:you_pl', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
they            ['LANG:EN']
they-           {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', 'LF:they', 'COMP:R', '-SPEC:C/fin', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'PF:they', 'LANG:EN'}
it              ['LANG:EN']
it-             {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', '-SPEC:MA/lla', 'LF:it/that', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', 'PF:it', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N', 'LANG:EN'}
io              ['LANG:EN']
io-             {'PHI_N', '-SPEC:V', '-SPEC:INF', 'LF:I', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', 'PF:io', 'COMP:R', '-SPEC:C/fin', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
tu              ['LANG:EN']
tu-             {'PHI_N', '-SPEC:V', '-SPEC:INF', 'PF:tu', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', 'LF:you', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
lui             ['LANG:EN']
lui-            {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'PF:lui', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:he', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
lei             ['LANG:EN']
lei-            {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', 'LF:she', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:lei', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
noi             ['LANG:EN']
noi-            {'PHI_N', 'LF:we', '-SPEC:V', '-SPEC:INF', '-COMP:WH', 'PF:noi', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
voi             ['LANG:EN']
voi-            {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'PF:voi', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'LF:you_pl', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
loro            ['LANG:EN']
loro-           {'PHI_N', '-SPEC:V', '-SPEC:INF', 'PF:loro', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', 'LF:they', 'COMP:R', '-SPEC:C/fin', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
mi              ['LANG:EN']
mi-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', 'CL', '-SPEC:P', '-COMP:C/fin', 'LF:me', '-COMP:V', 'N', 'PF:mi(cl)', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
la              ['LANG:EN']
la-             {'PHI_N', '-SPEC:V', '-SPEC:INF', 'LF:her', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', 'PF:la(cl)', '-COMP:*', '-SPEC:R', '-SPEC:ADV', 'CL', '-SPEC:P', '-SPEC:uWH', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
lo              ['LANG:EN']
lo-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', 'CL', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PF:lo(cl)', '-SPEC:FORCE', 'LF:him', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
si              ['LANG:EN']
si-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', 'LF:3sg', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', 'PF:si(cl)', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'CAL:CL', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N'}
gli             ['LANG:EN']
ci              ['LANG:EN']
ci-             {'PHI_N', '-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', 'LANG:IT', '-COMP:v', 'COMP:P', 'LF:there', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-COMP:*', '-SPEC:R', '-SPEC:uWH', '-SPEC:ADV', '-SPEC:P', '-COMP:C/fin', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', 'PF:ci', '-COMP:N'}
[-n]            {'PHI:HUM:HUM', 'inflectional', 'LANG:FI', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'PHI:PER:1'}
[-t]            {'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'LANG:FI', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI'}
[-V]            {'PHI:PER:3', 'inflectional', 'LANG:FI', 'PHI:NUM:SG', 'PHI'}
[-mme]          {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'LANG:FI', 'PHI:DET:DEF', 'PHI', 'PHI:PER:1'}
[-mme]          {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'LANG:FI', 'PHI:DET:DEF', 'PHI:PER:1'}
[-tte]          {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'LANG:FI', 'PHI:DET:DEF', 'PHI'}
[-vat]          {'PHI:NUM:PL', 'PHI:PER:3', 'inflectional', 'LANG:FI', 'PHI'}
[-ni]           {'PHI:HUM:HUM', 'inflectional', 'LANG:FI', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'PHI:PER:1'}
[-si]           {'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'LANG:FI', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI'}
[-nsa]          {'PHI:PER:3', 'inflectional', 'LANG:FI', 'PHI:NUM:SG', 'PHI'}
[-an]           {'PHI:PER:3', 'PHI', 'inflectional', 'LANG:FI'}
[-nne]          {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'LANG:FI', 'PHI:DET:DEF'}
[-s]            {'PHI:PER:3', 'inflectional', 'PHI:GEN:M', 'PHI:NUM:SG', 'PHI', 'PHI:GEN:F', 'LANG:EN'}
[-0]            {'PHI:NUM:PL', 'PHI:PER:3', 'PHI:DET:DEF', 'PHI:GEN:N', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:PER:2', 'PHI:NUM:SG', 'LANG:EN'}
[-o]            {'PHI:HUM:HUM', 'inflectional', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'LANG:IT', 'PHI:PER:1'}
[-i]            {'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'LANG:IT'}
[-a]            {'PHI:PER:3', 'inflectional', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'LANG:IT'}
[-e]            {'PHI:PER:3', 'inflectional', 'PHI:DET:DEF', 'PHI:NUM:SG', 'PHI', 'LANG:IT'}
[-iamo]         {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'PHI:DET:DEF', 'PHI', 'LANG:IT', 'PHI:PER:1'}
[-te]           {'PHI:NUM:PL', 'PHI:HUM:HUM', 'inflectional', 'PHI:PER:2', 'PHI:DET:DEF', 'PHI', 'LANG:IT'}
[-no]           {'PHI:NUM:PL', 'PHI:PER:3', 'inflectional', 'PHI:DET:DEF', 'PHI', 'LANG:IT'}
[-nom]          {'TAIL:FIN,ARG,VAL', 'adjoinable', 'inflectional', 'NOM', 'LANG:EN'}
[-par]          {'adjoinable', 'inflectional', 'LANG:FI', 'TAIL:ARG,-VAL', 'PAR'}
[-gen]          {'TAIL:INF,ARG', 'inflectional', 'GEN', '-float', 'LANG:EN'}
gen             {'TAIL:INF,ARG', 'inflectional', 'GEN', '-float', 'LANG:EN'}
[-n_acc]        {'TAIL:ARG,ASP:BOUNDED', 'adjoinable', 'inflectional', 'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:PHI', 'n-ACC'}
[-t_acc]        {'TAIL:ARG,ASP:BOUNDED', 'adjoinable', 'inflectional', 'LANG:FI', 't-ACC', 'TAIL:*POL:NEG'}
[-0_acc]        {'TAIL:ARG,ASP:BOUNDED', 'adjoinable', 'inflectional', '0_ACC', 'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:*PHI'}
asp             {'ASP:BOUNDED', 'inflectional', 'LANG:EN'}
a'              {'LANG:X', 'LF:A', 'a', 'PF:a'}
b'              {'PF:b', 'LANG:X', 'b', 'LF:B'}
b''             {'-COMP:c', 'PF:b', 'LF:B', 'b', 'LANG:EN'}
c''             {'PF:c', 'SPEC:a', 'LF:C', 'LANG:EN', 'c'}
c'              {'LANG:X', 'PF:c', 'LF:C', 'c'}
d'              {'d', 'LANG:', 'PF:d', 'LF:D'}
a''             ['LANG:EN']
x'              {'LANG:X', 'LF:X', 'x', 'PF:x'}
y'              {'LF:Y', 'LANG:X', 'PF:y', 'y'}
z'              {'z', 'LANG:X', 'PF:x', 'LF:Z'}
John'           {'LANG:X', 'PF:John', 'LF:John', "N'"}
admires'        {'LANG:X', 'PF:admires', "V'", 'LF:admires'}
admires''       {'SPEC:P', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:v', 'COMP:P', 'LF:admires', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', 'ASP', '-COMP:T/fin', 'PF:admires', '-COMP:V', 'V', 'PHI:NUM:_', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'LANG:EN'}
Mary'           {'LF:mary', 'LANG:X', 'PF:Mary', "N'"}
T/fin           {'-SPEC:V', 'COMP:v', 'COMP:V', 'ARG', 'SPEC:D', 'PHI:GEN:_', '-SPEC:Neg', 'PHI:PER:_', 'FIN', '!SPEC:D', '-SPEC:C/fin', '-COMP:INF', 'PHI:DET:_', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', 'T/fin', '!COMP:*', '-SPEC:C', 'PF:T', '-SPEC:v', '!PROBE:V', '-SPEC:TO/inf', 'VAL', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'LF:T', 'T', 'SPEC:TO/inf', 'COMP:T/prt', 'LANG:EN'}
v               {'!COMP:*', 'COMP:V', 'ARG', 'ASP', 'SPEC:D', 'v', 'LF:v', 'PHI:GEN:_', 'PHI:PER:_', 'PHI:NUM:_', '-SPEC:N', 'PHI:DET:_', '-VAL', 'PF:v', '!PROBE:V', 'LANG:EN'}
C/fin           {'COMP:Neg/fin', 'FIN', 'LF:C/fin', '-ARG', '-SPEC:C/fin', 'PF:C', 'COMP:T/fin', '-SPEC:T/fin', 'SPEC:*', '-COMP:C/fin', '!COMP:*', 'VAL', '-COMP:T/prt', 'C', '!PROBE:FIN', '-SPEC:N', 'C/fin', 'LANG:EN'}
T               {'-SPEC:V', 'COMP:v', 'ARG', 'COMP:V', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'FIN', 'PHI:DET:_', '-SPEC:T/fin', 'SPEC:*', '!PROBE:V', '!COMP:*', 'PF:T', 'VAL', '-COMP:NEG', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'LF:T', 'T', 'COMP:T/prt', 'LANG:EN'}
T/prt           {'-SPEC:V', 'COMP:v', 'ARG', 'LF:T/prt', 'COMP:V', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'FIN', 'T/prt', 'PHI:DET:_', '-SPEC:T/fin', 'SPEC:*', '!PROBE:V', '!COMP:*', 'COMP:D', 'VAL', '-COMP:NEG', 'PF:T/prt', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'T', 'COMP:T/prt', 'LANG:EN'}
a0              {'-adjoinable', 'A', '-SPEC:D', 'TAIL:D', 'adjoinable', 'LF:A', 'COMP:0', '-SPEC:A', 'PF:A', 'LANG:EN'}
n               {'COMP:V', 'COMP:v', 'PHI:PER:_', 'INF', '-COMP:v', 'COMP:R', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', 'SPEC:*', '-SPEC:P', '-SPEC:ADV', '!COMP:*', 'COMP:C', 'COMP:uR', '!SPEC:*', '-SPEC:N', 'COMP:0', 'LF:n', 'n', 'LANG:EN', '-SPEC:V', '-SPEC:INF', 'ARG', '-COMP:WH', '-COMP:AUX', 'PHI:GEN:_', 'COMP:P', '!SPEC:D', '-SPEC:C/fin', 'SPEC:A', 'PHI:DET:_', '-SPEC:uWH', '-COMP:C/fin', '-COMP:V', 'N', 'VAL', 'PHI:NUM:_', '-SPEC:FORCE', 'COMP:R/D', '-COMP:N', 'PF:n'}
impass          {'!COMP:*', 'COMP:V', 'ARG', 'LF:impass', 'v', 'PF:impass', 'SPEC:D', 'PHI:PER:_', 'PHI:GEN:_', 'PHI:NUM:_', '-SPEC:N', 'PHI:DET:_', '-VAL', 'ASP', '!PROBE:V', 'LANG:EN'}
cau             {'!COMP:*', 'COMP:V', 'ARG', 'SPEC:D', 'v', 'PHI:GEN:_', 'PHI:PER:_', 'LF:v/Cause', 'PHI:NUM:_', 'PF:Cau', '-SPEC:N', 'PHI:DET:_', '-VAL', 'ASP', '!PROBE:V', 'LANG:EN'}
INF             {'!COMP:*', '-SPEC:V', 'COMP:v', 'COMP:V', '-COMP:FORCE', 'PF:INF', 'INF', '-SPEC:T/fin', '-COMP:T/fin', '-COMP:C/fin', 'LF:INF', 'LANG:EN'}
prtcpl          {'-SPEC:V', 'COMP:v', 'COMP:V', 'LF:T/prt', 'ARG', 'SPEC:D', 'PHI:GEN:_', 'PHI:PER:_', 'INF', 'FIN', 'T/prt', 'PHI:DET:_', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-COMP:C/fin', '!PROBE:V', '!COMP:*', 'COMP:D', '-COMP:FORCE', 'VAL', '-COMP:NEG', 'PF:T/prt', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'T', 'COMP:T/prt', 'LANG:EN'}
TO/inf          {'-SPEC:V', 'COMP:v', 'COMP:V', 'LF:TO/inf', 'INF', '!COMP:V', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', '-COMP:C/fin', '-SPEC:v', '!COMP:*', '?ARG', 'TO/inf', '-COMP:FORCE', 'PF:TO/inf', 'adjoinable', 'LANG:EN'}
A/inf           {'-SPEC:V', 'COMP:v', 'COMP:V', '?VAL', 'A/inf', 'INF', 'PF:A/inf', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-COMP:C/fin', '!COMP:*', '?ARG', '-COMP:FORCE', 'LF:A/inf', '-SPEC:Neg/fin', 'LANG:EN'}
ARE/inf         {'-adjoinable', '-SPEC:V', 'COMP:v', 'COMP:V', 'LF:ARE/inf', 'INF', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-COMP:C/fin', 'ARE/inf', '!COMP:*', '?ARG', 'PF:are', 'VAL', '-COMP:FORCE', 'LANG:EN'}
ESSA/inf        {'-SPEC:V', 'COMP:v', 'COMP:V', '?VAL', 'LF:while', 'INF', 'ESSA/inf', 'TAIL:T', 'SPEC:*', '-SPEC:T/fin', 'PF:essa', 'ADV', '-COMP:T/fin', '-COMP:C/fin', '!COMP:*', '?ARG', '-COMP:FORCE', 'adjoinable', '-SPEC:FORCE', '-SPEC:N', '-SPEC:Neg/fin', 'LANG:EN'}
TUA/inf         {'-SPEC:V', 'COMP:v', 'ARG', 'COMP:V', 'PHI:GEN:_', 'PHI:PER:_', 'INF', 'TAIL:T', '-SPEC:T/fin', 'PHI:DET:_', '-COMP:T/fin', 'PF:tua', 'ADV', '-COMP:C/fin', 'SPEC:*', 'LF:after', '!COMP:*', '!SPEC:*', 'VAL', '-COMP:FORCE', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '-SPEC:Neg/fin', 'TUA/inf', 'LANG:EN'}
VA/inf          {'-SPEC:V', 'COMP:v', 'ARG', 'COMP:V', 'PHI:GEN:_', 'PHI:PER:_', 'INF', 'PHI:DET:_', '-SPEC:T/fin', 'SPEC:*', '-COMP:T/fin', '-COMP:C/fin', '!COMP:*', '!SPEC:*', 'VAL', '-COMP:FORCE', 'VA/inf', 'PF:vAn', 'PHI:NUM:_', '-SPEC:N', 'LF:VA', 'LANG:EN'}
MA/ssa          {'COMP:v', 'COMP:V', 'ARG', 'PHI:GEN:_', 'PHI:PER:_', 'PHI:DET:_', '-SPEC:T/fin', '-VAL', 'ADV', '-SPEC:*', 'LF:in_doing', 'MA/inf', 'PF:massa', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'TAIL:V', '-SPEC:Neg/fin', 'LANG:EN'}
MA/tta          {'ARG', 'MA/inf', 'PF:matta', 'PHI:PER:_', 'LF:without_doing', 'PHI:GEN:_', 'PHI:DET:_', 'adjoinable', '-SPEC:T/fin', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', 'TAIL:T', '-VAL', '-SPEC:Neg/fin', 'ADV', 'LANG:EN'}
MA/lla          {'COMP:v', 'COMP:V', 'PHI:PER:_', 'TAIL:T', '-SPEC:T/fin', '-VAL', 'ADV', '-SPEC:N', 'LANG:EN', 'ARG', 'PHI:GEN:_', 'PHI:DET:_', 'MA/inf', 'LF:by_doing', 'adjoinable', 'PF:malla', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:Neg/fin'}
MA/inf          {'COMP:v', 'COMP:V', 'PHI:PER:_', 'PF:maan', '-SPEC:T/fin', '-VAL', 'ADV', '-SPEC:N', 'TAIL:V', 'LANG:EN', 'ARG', 'PHI:GEN:_', 'PHI:DET:_', 'LF:to_do', 'MA/inf', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:Neg/fin'}
E/inf           {'-ARG', 'adjoinable', '-SPEC:T/fin', 'PF:en', 'LF:by', 'LANG:FI', '-SPEC:FORCE', 'TAIL:T', '-VAL', '-SPEC:N', '-SPEC:Neg/fin', 'ADV', 'SPEC:*'}
BE-             {'SPEC:P', 'COPULA', 'SPEC:D', 'PF:BE', 'SPEC:ADV', '-COMP:v', '-ARG', 'COMP:P', '-SPEC:T/fin', '-VAL', '-COMP:T/fin', 'ASP', '!COMP:*', '-COMP:V', 'LF:BE', 'V', '-SPEC:FORCE', '-COMP:N', 'SPEC:TO/inf', 'COMP:T/prt', 'LANG:EN'}
D               {'-SPEC:V', '-SPEC:INF', 'COMP:N', '-ARG', 'PF:D', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'LF:D', '-COMP:uR', 'adjoinable', '-SPEC:Neg/fin', 'OP', '!PROBE:N', 'LANG:EN'}
D/rel           {'-SPEC:V', '-SPEC:INF', 'OP:REL', 'COMP:N', '-ARG', '-SPEC:MA/lla', '-COMP:D', '-SPEC:T/fin', '-COMP:T/fin', '-COMP:C/fin', '-SPEC:P', '-SPEC:C', '!COMP:*', 'D', 'D/rel', '-COMP:uR', 'adjoinable', 'OP', 'PF:D/rel', 'LF:D/rel', '-SPEC:Neg/fin', 'OP:_', '!PROBE:N', 'LANG:EN'}
P               {'-SPEC:V', 'ARG', '-SPEC:INF', '-COMP:uWH', 'PHI:GEN:_', 'PHI:PER:_', '-SPEC:C/fin', '-SPEC:iWH', '-COMP:ADV', 'PHI:DET:_', '-VAL', '-SPEC:T/fin', '-COMP:T/fin', '-SPEC:*', '-SPEC:ADV', '-SPEC:P', '-float', '!COMP:*', 'PF:P', '-SPEC:v', '-SPEC:C', 'COMP:D', '-SPEC:iR', 'LF:P', 'adjoinable', 'PHI:NUM:_', '-SPEC:FORCE', '-SPEC:N', '-COMP:N', '-SPEC:Neg/fin', 'P', 'LANG:EN'}
pro             ['LANG:EN']
pro-            {'-SPEC:V', '-SPEC:INF', '-COMP:WH', '-COMP:AUX', '-COMP:v', 'COMP:P', '-SPEC:C/fin', 'COMP:R', 'SPEC:A', '-COMP:A', '-SPEC:T/fin', '-SPEC:R', '-SPEC:uWH', '-COMP:C/fin', 'LF:pro', '-SPEC:ADV', '-SPEC:P', 'PF:(pro)', '-COMP:V', 'N', 'COMP:C', 'COMP:uR', 'PHI', '-SPEC:FORCE', '-SPEC:N', 'COMP:R/D', '-COMP:N', 'LANG:EN'}
cl              {'RIGHT:PRG', 'inflectional', 'RIGHT:ARE/inf', 'LEFT:T/fin', 'LEFT:D,CL', 'CL', 'LANG:EN'}
inc             {'inflectional', 'LANG:EN', 'INCORPORATED'}
sg              {'inflectional', 'LANG:EN', 'PHI:NUM:SG'}
pl              {'PHI:NUM:PL', 'inflectional', 'LANG:EN'}
1p              {'inflectional', 'PHI:PER:1', 'LANG:EN'}
2p              {'inflectional', 'PHI:PER:2', 'LANG:EN'}
3p              {'PHI:PER:3', 'inflectional', 'LANG:EN'}
def             {'inflectional', 'LANG:EN', 'PHI:DET:DEF'}
indef           {'inflectional', 'PHI:DET:INDEF', 'LANG:EN'}
hum             {'PHI:HUM:HUM', 'inflectional', 'LANG:EN'}
nonhum          {'PHI:HUM:NONHUM', 'inflectional', 'LANG:EN'}
m               {'inflectional', 'PHI:GEN:M', 'LANG:EN'}
f               {'inflectional', 'PHI:GEN:F', 'LANG:EN'}
nom             {'TAIL:FIN,!COMP:*,VAL', 'inflectional', 'NOM', 'LANG:EN'}
acc             {'TAIL:v', 'ACC', 'inflectional', 'LANG:EN'}
dat             {'TAIL:v', 'inflectional', 'LANG:EN', 'DAT'}
uC/op           {'uC/op', 'inflectional', 'LANG:EN'}
wh              {'OP:WH', 'inflectional', 'OP:_', 'LANG:EN'}
wh_             {'inflectional', 'OP:_', 'FORCE:OP:WH', 'OP', 'LANG:EN'}
top             {'inflectional', 'LANG:EN', 'OP:TOP'}
foc             {'OP:FOC', 'inflectional', 'LANG:EN'}
C/op            {'OP:C/OP', 'inflectional', 'LANG:EN'}
rel             {'adjoinable', '-COMP:C/fin', 'inflectional', 'OP:REL', 'SPEC:D', 'OP:_', 'LANG:EN'}
Q               {'OP:Q', 'OP:WH', 'inflectional', 'OP', 'LANG:EN'}
